chr1 248956422 729400 QuickAnalyses/idxstats/NA19138_argonne.tab
chr2 242193529 477888 QuickAnalyses/idxstats/NA19138_argonne.tab
chr3 198295559 370959 QuickAnalyses/idxstats/NA19138_argonne.tab
chr4 190214555 182502 QuickAnalyses/idxstats/NA19138_argonne.tab
chr5 181538259 408585 QuickAnalyses/idxstats/NA19138_argonne.tab
chr6 170805979 558789 QuickAnalyses/idxstats/NA19138_argonne.tab
chr7 159345973 439566 QuickAnalyses/idxstats/NA19138_argonne.tab
chr8 145138636 234969 QuickAnalyses/idxstats/NA19138_argonne.tab
chr9 138394717 324551 QuickAnalyses/idxstats/NA19138_argonne.tab
chr10 133797422 234880 QuickAnalyses/idxstats/NA19138_argonne.tab
chr11 135086622 461773 QuickAnalyses/idxstats/NA19138_argonne.tab
chr12 133275309 493077 QuickAnalyses/idxstats/NA19138_argonne.tab
chr13 114364328 112987 QuickAnalyses/idxstats/NA19138_argonne.tab
chr14 107043718 270345 QuickAnalyses/idxstats/NA19138_argonne.tab
chr15 101991189 267537 QuickAnalyses/idxstats/NA19138_argonne.tab
chr16 90338345 389415 QuickAnalyses/idxstats/NA19138_argonne.tab
chr17 83257441 569799 QuickAnalyses/idxstats/NA19138_argonne.tab
chr18 80373285 73819 QuickAnalyses/idxstats/NA19138_argonne.tab
chr19 58617616 767704 QuickAnalyses/idxstats/NA19138_argonne.tab
chr20 64444167 182249 QuickAnalyses/idxstats/NA19138_argonne.tab
chr21 46709983 117646 QuickAnalyses/idxstats/NA19138_argonne.tab
chr22 50818468 245022 QuickAnalyses/idxstats/NA19138_argonne.tab
chrX 156040895 248130 QuickAnalyses/idxstats/NA19138_argonne.tab
chrY 57227415 27844 QuickAnalyses/idxstats/NA19138_argonne.tab
chrM 16569 89065 QuickAnalyses/idxstats/NA19138_argonne.tab
GL000008.2 209709 17 QuickAnalyses/idxstats/NA19138_argonne.tab
GL000009.2 201709 20 QuickAnalyses/idxstats/NA19138_argonne.tab
GL000194.1 191469 124 QuickAnalyses/idxstats/NA19138_argonne.tab
GL000195.1 182896 154 QuickAnalyses/idxstats/NA19138_argonne.tab
GL000205.2 185591 447 QuickAnalyses/idxstats/NA19138_argonne.tab
GL000208.1 92689 0 QuickAnalyses/idxstats/NA19138_argonne.tab
GL000213.1 164239 0 QuickAnalyses/idxstats/NA19138_argonne.tab
GL000214.1 137718 4 QuickAnalyses/idxstats/NA19138_argonne.tab
GL000216.2 176608 8 QuickAnalyses/idxstats/NA19138_argonne.tab
GL000218.1 161147 110 QuickAnalyses/idxstats/NA19138_argonne.tab
GL000219.1 179198 195 QuickAnalyses/idxstats/NA19138_argonne.tab
GL000220.1 161802 20812 QuickAnalyses/idxstats/NA19138_argonne.tab
GL000221.1 155397 23 QuickAnalyses/idxstats/NA19138_argonne.tab
GL000224.1 179693 13 QuickAnalyses/idxstats/NA19138_argonne.tab
GL000225.1 211173 2 QuickAnalyses/idxstats/NA19138_argonne.tab
GL000226.1 15008 0 QuickAnalyses/idxstats/NA19138_argonne.tab
KI270302.1 2274 0 QuickAnalyses/idxstats/NA19138_argonne.tab
KI270303.1 1942 0 QuickAnalyses/idxstats/NA19138_argonne.tab
KI270304.1 2165 0 QuickAnalyses/idxstats/NA19138_argonne.tab
KI270305.1 1472 0 QuickAnalyses/idxstats/NA19138_argonne.tab
KI270310.1 1201 0 QuickAnalyses/idxstats/NA19138_argonne.tab
KI270311.1 12399 0 QuickAnalyses/idxstats/NA19138_argonne.tab
KI270312.1 998 0 QuickAnalyses/idxstats/NA19138_argonne.tab
KI270315.1 2276 0 QuickAnalyses/idxstats/NA19138_argonne.tab
KI270316.1 1444 0 QuickAnalyses/idxstats/NA19138_argonne.tab
KI270317.1 37690 0 QuickAnalyses/idxstats/NA19138_argonne.tab
KI270320.1 4416 0 QuickAnalyses/idxstats/NA19138_argonne.tab
KI270322.1 21476 0 QuickAnalyses/idxstats/NA19138_argonne.tab
KI270329.1 1040 0 QuickAnalyses/idxstats/NA19138_argonne.tab
KI270330.1 1652 0 QuickAnalyses/idxstats/NA19138_argonne.tab
KI270333.1 2699 0 QuickAnalyses/idxstats/NA19138_argonne.tab
KI270334.1 1368 1 QuickAnalyses/idxstats/NA19138_argonne.tab
KI270335.1 1048 0 QuickAnalyses/idxstats/NA19138_argonne.tab
KI270336.1 1026 0 QuickAnalyses/idxstats/NA19138_argonne.tab
KI270337.1 1121 0 QuickAnalyses/idxstats/NA19138_argonne.tab
KI270338.1 1428 0 QuickAnalyses/idxstats/NA19138_argonne.tab
KI270340.1 1428 0 QuickAnalyses/idxstats/NA19138_argonne.tab
KI270362.1 3530 0 QuickAnalyses/idxstats/NA19138_argonne.tab
KI270363.1 1803 0 QuickAnalyses/idxstats/NA19138_argonne.tab
KI270364.1 2855 0 QuickAnalyses/idxstats/NA19138_argonne.tab
KI270366.1 8320 0 QuickAnalyses/idxstats/NA19138_argonne.tab
KI270371.1 2805 0 QuickAnalyses/idxstats/NA19138_argonne.tab
